rank,title,titles0,link,score,score_cnt,account,comment
109,入殓师,/おくりびと,https://movie.douban.com/subject/2149806/,8.9,692079人评价,导演:泷田洋二郎YôjirôTakita主演:本木雅弘MasahiroMotoki/...2008/日本/剧情,死可能是一道门，逝去并不是终结，而是超越，走向下一程。
110,第六感,/The Sixth Sense,https://movie.douban.com/subject/1297630/,8.9,578246人评价,导演:M·奈特·沙马兰M.NightShyamalan主演:布鲁斯·威利斯BruceWi...1999/美国/剧情悬疑惊悚,深入内心的恐怖，出人意料的结局。
111,重庆森林,/重慶森林,https://movie.douban.com/subject/1291999/,8.8,844404人评价,导演:王家卫KarWaiWong主演:林青霞BrigitteLin/金城武TakeshiK...1994/中国香港/剧情爱情,寂寞没有期限。
112,超能陆战队,/Big Hero 6,https://movie.douban.com/subject/11026735/,8.7,1055341人评价,导演:唐·霍尔DonHall/克里斯·威廉姆斯ChrisWilliams主演:斯科特...2014/美国/喜剧动作科幻动画冒险,Balalala~~~
113,勇敢的心,/Braveheart,https://movie.douban.com/subject/1294639/,8.9,572095人评价,导演:梅尔·吉布森MelGibson主演:梅尔·吉布森MelGibson/苏菲·玛...1995/美国/动作传记剧情历史战争,史诗大片的典范。
114,爱在日落黄昏时,/Before Sunset,https://movie.douban.com/subject/1291990/,8.9,587587人评价,导演:理查德·林克莱特RichardLinklater主演:伊桑·霍克EthanHawke...2004/美国法国/剧情爱情,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。
115,幽灵公主,/もののけ姫,https://movie.douban.com/subject/1297359/,8.9,543086人评价,导演:宫崎骏HayaoMiyazaki主演:松田洋治YôjiMatsuda/石田百合...1997/日本/动画奇幻冒险,人与自然的战争史诗。
116,寄生虫,/기생충,https://movie.douban.com/subject/27010768/,8.8,1424364人评价,导演:奉俊昊Joon-hoBong主演:宋康昊Kang-hoSong/李善均Seon-gyun...2019/韩国/剧情, 
117,菊次郎的夏天,/菊次郎の夏,https://movie.douban.com/subject/1293359/,8.9,617930人评价,导演:北野武TakeshiKitano主演:北野武TakeshiKitano/关口雄介Yus...1999/日本/剧情喜剧,从没见过那么流氓的温柔，从没见过那么温柔的流氓。
118,借东西的小人阿莉埃蒂,/借りぐらしのアリエッティ,https://movie.douban.com/subject/4202302/,8.9,575338人评价,导演:米林宏昌HiromasaYonebayashi主演:志田未来MiraiShida/神木...2010/日本/动画奇幻冒险,曾经的那段美好会沉淀为一辈子的记忆。
119,消失的爱人,/Gone Girl,https://movie.douban.com/subject/21318488/,8.7,993026人评价,导演:大卫·芬奇DavidFincher主演:本·阿弗莱克BenAffleck/罗莎蒙...2014/美国/剧情犯罪悬疑惊悚,年度最佳date movie。
120,无人知晓,/誰も知らない,https://movie.douban.com/subject/1292337/,9.1,336044人评价,导演:是枝裕和HirokazuKoreeda主演:柳乐优弥YûyaYagira/北浦爱...2004/日本/剧情,我的平常生活就是他人的幸福。
121,阳光灿烂的日子,/In the Heat of the Sun,https://movie.douban.com/subject/1291875/,8.8,635344人评价,导演:姜文WenJiang主演:夏雨YuXia/宁静JingNing/陶虹HongTao1994/中国大陆中国香港/剧情爱情,一场华丽的意淫。
122,完美的世界,/A Perfect World,https://movie.douban.com/subject/1300992/,9.1,328333人评价,导演:克林特·伊斯特伍德ClintEastwood主演:凯文·科斯特纳KevinCos...1993/美国/剧情犯罪,坏人的好总是比好人的好来得更感人。
123,倩女幽魂,/倩女幽魂(87版)  /  倩女幽魂：妖魔道,https://movie.douban.com/subject/1297447/,8.8,762476人评价,导演:程小东Siu-TungChing主演:张国荣LeslieCheung/王祖贤JoeyW...1987/中国香港/爱情奇幻武侠古装,两张绝世的脸。 
124,时空恋旅人,/About Time,https://movie.douban.com/subject/10577869/,8.8,708168人评价,导演:理查德·柯蒂斯RichardCurtis主演:多姆纳尔·格里森DomhnallGl...2013/英国/喜剧爱情奇幻,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。
125,天使爱美丽,/Le Fabuleux destin d'Amélie Poulain,https://movie.douban.com/subject/1292215/,8.7,973843人评价,导演:让-皮埃尔·热内Jean-PierreJeunet主演:奥黛丽·塔图AudreyTau...2001/法国德国/剧情喜剧爱情,法式小清新。 
126,小森林 夏秋篇,/リトル・フォレスト 夏・秋,https://movie.douban.com/subject/25814705/,9.0,439007人评价,导演:森淳一JunichiMori主演:桥本爱AiHashimoto/三浦贵大Takahir...2014/日本/剧情,那些静得只能听见呼吸的日子里，你明白孤独即生活。
127,未麻的部屋,/Perfect Blue,https://movie.douban.com/subject/1395091/,9.1,359991人评价,导演:今敏SatoshiKon主演:岩男润子JunkoIwao/松本梨香RicaMatsu...1997/日本/动画奇幻惊悚,好的剧本是，就算你猜到了结局也猜不到全部。
128,哈利·波特与火焰杯,/Harry Potter and the Goblet of Fire,https://movie.douban.com/subject/1309055/,8.8,697512人评价,导演:迈克·内威尔MikeNewell主演:丹尼尔·雷德克里夫DanielRadclif...2005/英国美国/悬疑奇幻冒险, 
129,侧耳倾听,/耳をすませば,https://movie.douban.com/subject/1297052/,8.9,480435人评价,导演:近藤喜文YoshifumiKondo主演:本名阳子YoukoHonna/小林桂树K...1995/日本/剧情爱情动画,少女情怀总是诗。
130,驯龙高手,/How to Train Your Dragon,https://movie.douban.com/subject/2353023/,8.8,785052人评价,导演:迪恩·德布洛斯DeanDeBlois/克里斯·桑德斯ChrisSanders主演:...2010/美国/动画奇幻冒险,和谐的生活离不开摸头与被摸头。
131,幸福终点站,/The Terminal,https://movie.douban.com/subject/1292274/,8.8,593316人评价,导演:史蒂文·斯皮尔伯格StevenSpielberg主演:汤姆·汉克斯TomHanks...2004/美国/喜剧剧情爱情,有时候幸福需要等一等。 
132,一个叫欧维的男人决定去死,/En man som heter Ove,https://movie.douban.com/subject/26628357/,8.9,507868人评价,导演:汉内斯·赫尔姆HannesHolm主演:罗夫·拉斯加德RolfLassgård...2015/瑞典/剧情,惠及一生的美丽。
133,怪兽电力公司,"/Monsters, Inc.",https://movie.douban.com/subject/1291579/,8.8,703174人评价,导演:彼特·道格特PeteDocter/大卫·斯沃曼DavidSilverman主演:约...2001/美国/儿童喜剧动画奇幻冒险,不要给它起名字，起了名字就有感情了。
134,教父3,/The Godfather: Part III,https://movie.douban.com/subject/1294240/,9.0,390990人评价,导演:弗朗西斯·福特·科波拉FrancisFordCoppola主演:阿尔·帕西诺A...1990/美国/剧情犯罪,任何信念的力量，都无法改变命运。
135,小森林 冬春篇,/リトル・フォレスト 冬・春,https://movie.douban.com/subject/25814707/,9.0,391563人评价,导演:森淳一JunichiMori主演:桥本爱AiHashimoto/三浦贵大Takahir...2015/日本/剧情,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。
136,新世界,/신세계,https://movie.douban.com/subject/10437779/,8.9,465220人评价,导演:朴勋政Hoon-jungPark主演:李政宰Jung-JaeLee/崔岷植Min-sik...2013/韩国/剧情犯罪,要做就做得狠一点，这样才能活下去。
137,玩具总动员3,/Toy Story 3,https://movie.douban.com/subject/1858711/,8.9,540825人评价,导演:李·昂克里奇LeeUnkrich主演:汤姆·汉克斯TomHanks/蒂姆·艾...2010/美国/喜剧动画奇幻冒险,跨度十五年的欢乐与泪水。
138,傲慢与偏见,/Pride & Prejudice,https://movie.douban.com/subject/1418200/,8.7,835764人评价,导演:乔·怀特JoeWright主演:凯拉·奈特莉KeiraKnightley/马修·...2005/法国英国美国/剧情爱情,爱是摈弃傲慢与偏见之后的曙光。
139,茶馆,/The Teahouse,https://movie.douban.com/subject/1461403/,9.6,163547人评价,导演:谢添TianXie主演:于是之ShizhiYu/郑榕RongZhen/蓝天野T...1982(中国大陆)/中国大陆/剧情历史, 
140,萤火之森,/蛍火の杜へ,https://movie.douban.com/subject/5989818/,8.9,560955人评价,导演:大森贵弘TakahiroOmori主演:佐仓绫音AyaneSakura/内山昂辉K...2011/日本/剧情爱情动画奇幻,触不到的恋人。
141,釜山行,/부산행,https://movie.douban.com/subject/25986180/,8.6,1244738人评价,导演:延尚昊Sang-hoYeon主演:孔侑YooGong/郑有美Yu-miJung/马...2016/韩国/动作惊悚灾难,揭露人性的丧尸题材力作。
142,被解救的姜戈,/Django Unchained,https://movie.douban.com/subject/6307447/,8.8,632627人评价,导演:昆汀·塔伦蒂诺QuentinTarantino主演:杰米·福克斯JamieFoxx/...2012/美国/剧情动作西部冒险,热血沸腾，那个低俗、性感的无耻混蛋又来了。
143,神偷奶爸,/Despicable Me,https://movie.douban.com/subject/3287562/,8.7,976420人评价,导演:皮艾尔·柯芬PierreCoffin/克里斯·雷纳德ChrisRenaud主演:...2010/美国法国/喜剧动画冒险,Mr. I Don't Care其实也有Care的时候。
144,色，戒,/色|戒  /  色·戒,https://movie.douban.com/subject/1828115/,8.7,856321人评价,导演:李安AngLee主演:梁朝伟TonyLeungChiuWai/汤唯WeiTang/...2007/中国台湾中国大陆美国中国香港/剧情爱情情色,假戏真情，爱欲深海
145,告白,/自白  /  母亲,https://movie.douban.com/subject/4268598/,8.8,691596人评价,导演:中岛哲也TetsuyaNakashima主演:松隆子TakakoMatsu/冈田将生...2010/日本/剧情悬疑,没有一人完全善，也没有一人完全恶。
146,哪吒闹海,/Prince Nezha's Triumph Against Dragon King  /  Nezha Conquers the Dragon King,https://movie.douban.com/subject/1307315/,9.2,270786人评价,导演:王树忱ShuchenWang/严定宪DingxianYan主演:梁正晖Zhenghui...1979/中国大陆/冒险动画奇幻,想你时你在闹海。
147,九品芝麻官,/九品芝麻官之白面包青天  /  Hail the Judge,https://movie.douban.com/subject/1297518/,8.7,714562人评价,导演:王晶JingWong主演:周星驰StephenChow/吴孟达ManTatNg/...1994/中国香港中国大陆/剧情喜剧古装, 
148,玛丽和马克思,/Mary and Max,https://movie.douban.com/subject/3072124/,9.0,431026人评价,导演:亚当·艾略特AdamElliot主演:托妮·科莱特ToniCollette/菲利...2009/澳大利亚美国/剧情喜剧动画,你是我最好的朋友，你是我唯一的朋友 。
149,喜宴,/囍宴,https://movie.douban.com/subject/1303037/,9.0,382203人评价,导演:李安AngLee主演:赵文瑄WinstonChao/归亚蕾Ya-leiKuei/郎...1993/中国台湾美国/剧情喜剧爱情同性家庭,中国家庭的喜怒哀乐忍。
150,大鱼,/Big Fish,https://movie.douban.com/subject/1291545/,8.8,586429人评价,导演:蒂姆·波顿TimBurton主演:伊万·麦克格雷格EwanMcGregor/阿...2003/美国/剧情家庭奇幻冒险,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。
151,模仿游戏,/The Imitation Game,https://movie.douban.com/subject/10463953/,8.8,670983人评价,导演:莫滕·泰杜姆MortenTyldum主演:本尼迪克特·康伯巴奇BenedictC...2014/英国美国/剧情传记战争同性,他给机器起名“克里斯托弗”，因为这是他初恋的名字。
152,头号玩家,/Ready Player One,https://movie.douban.com/subject/4920389/,8.6,1411925人评价,导演:史蒂文·斯皮尔伯格StevenSpielberg主演:泰伊·谢里丹TyeSheri...2018/美国/动作科幻冒险,写给影迷，动漫迷和游戏迷的一封情书。
153,花样年华,/花樣年華,https://movie.douban.com/subject/1291557/,8.8,639493人评价,导演:王家卫KarWaiWong主演:梁朝伟TonyLeungChiuWai/张曼玉Ma...2000/中国香港/剧情爱情,偷情本没有这样美。
154,头脑特工队,/Inside Out,https://movie.douban.com/subject/10533913/,8.8,646250人评价,导演:彼特·道格特PeteDocter/罗纳尔多·德尔·卡门RonaldoDelCarmen&nb...2015/美国/喜剧动画冒险,愿我们都不用长大，每一座城堡都能永远存在。
155,射雕英雄传之东成西就,/射鵰英雄傳之東成西就,https://movie.douban.com/subject/1316510/,8.7,662621人评价,导演:刘镇伟JeffreyLau主演:梁朝伟TonyLeungChiuWai/林青霞Bri...1993/中国香港/喜剧奇幻武侠古装,百看不厌。 
156,我是山姆,/I Am Sam,https://movie.douban.com/subject/1306861/,9.0,349880人评价,导演:杰茜·尼尔森JessieNelson主演:SeanPenn/DakotaFanning/Mi...2001/美国/剧情家庭,爱并不需要智商 。
157,七武士,/七人の侍,https://movie.douban.com/subject/1295399/,9.3,206902人评价,导演:黑泽明AkiraKurosawa主演:三船敏郎ToshirôMifune/志村乔...1954/日本/动作冒险剧情,时代悲歌。
158,阳光姐妹淘,/써니,https://movie.douban.com/subject/4917726/,8.8,603905人评价,导演:姜炯哲Hyeong-CheolKang主演:沈恩京Eun-kyungShim/闵孝琳Hy...2011/韩国/剧情喜剧,再多各自牛逼的时光，也比不上一起傻逼的岁月。 
159,血战钢锯岭,/Hacksaw Ridge,https://movie.douban.com/subject/26325320/,8.7,805249人评价,导演:梅尔·吉布森MelGibson主演:安德鲁·加菲尔德AndrewGarfield/...2016/澳大利亚美国/剧情传记历史战争,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。
160,惊魂记,/Psycho,https://movie.douban.com/subject/1293181/,9.0,312511人评价,导演:阿尔弗雷德·希区柯克AlfredHitchcock主演:安东尼·博金斯Antho...1960/美国/悬疑惊悚恐怖,故事的反转与反转，分裂电影的始祖。
161,恐怖直播,/더 테러 라이브,https://movie.douban.com/subject/21360417/,8.7,676013人评价,导演:金秉祐Byeong-wooKim主演:河正宇Jung-wooHa/李璟荣Kyeong-y...2013/韩国/剧情犯罪悬疑,恐怖分子的“秋菊打官司”。
162,黑客帝国3：矩阵革命,/The Matrix Revolutions,https://movie.douban.com/subject/1302467/,8.8,461900人评价,导演:拉娜·沃卓斯基LanaWachowski/莉莉·沃卓斯基LillyWachowski...2003/美国/动作科幻,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。
163,你的名字。,/君の名は。,https://movie.douban.com/subject/26683290/,8.5,1457000人评价,导演:新海诚MakotoShinkai主演:神木隆之介RyûnosukeKamiki/上...2016/日本/剧情爱情动画,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。
164,三块广告牌,"/Three Billboards Outside Ebbing, Missouri",https://movie.douban.com/subject/26611804/,8.7,850813人评价,导演:马丁·麦克唐纳MartinMcDonagh主演:弗兰西斯·麦克多蒙德France...2017/英国美国/剧情犯罪,怼天怼地，你走后，她与世界为敌。
165,电锯惊魂,/Saw,https://movie.douban.com/subject/1417598/,8.7,557829人评价,导演:詹姆斯·温JamesWan主演:雷·沃纳尔LeighWhannell/加利·艾...2004/美国/悬疑惊悚恐怖,真相就在眼前。
166,达拉斯买家俱乐部,/Dallas Buyers Club,https://movie.douban.com/subject/1793929/,8.8,468728人评价,导演:让-马克·瓦雷Jean-MarcVallée主演:马修·麦康纳MatthewMcCon...2013/美国/剧情传记同性,Jared Leto的腿比女人还美！
167,心迷宫,/殡棺  /  The Coffin in the Mountain,https://movie.douban.com/subject/25917973/,8.7,549277人评价,导演:忻钰坤YukunXin主演:霍卫民WeiminHuo/王笑天XiaotianWang...2014/中国大陆/剧情犯罪悬疑,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。
168,疯狂原始人,/The Croods,https://movie.douban.com/subject/1907966/,8.7,864483人评价,导演:科克·德·米科KirkDeMicco/克里斯·桑德斯ChrisSanders主演...2013/美国/喜剧动画冒险,老少皆宜，这就是好莱坞动画的魅力。
169,谍影重重3,/The Bourne Ultimatum,https://movie.douban.com/subject/1578507/,8.8,433400人评价,导演:保罗·格林格拉斯PaulGreengrass主演:马特·达蒙MattDamon/...2007/美国德国法国英国/动作悬疑惊悚,像吃了苏打饼一样干脆的电影。
170,英雄本色,/A Better Tomorrow  /  Gangland Boss,https://movie.douban.com/subject/1297574/,8.6,560968人评价,导演:吴宇森JohnWoo主演:周润发Yun-FatChow/狄龙LungTi/张国...1986/中国香港/剧情动作犯罪,英雄泪短，兄弟情长。 
171,上帝之城,/Cidade de Deus,https://movie.douban.com/subject/1292208/,9.0,309805人评价,导演:费尔南多·梅里尔斯FernandoMeirelles/卡迪亚·兰德KátiaLund&nbsp...2002/巴西法国/犯罪剧情,被上帝抛弃了的上帝之城。
172,小丑,/Joker,https://movie.douban.com/subject/27119724/,8.7,1044082人评价,导演:托德·菲利普斯ToddPhillips主演:杰昆·菲尼克斯JoaquinPhoeni...2019/美国加拿大/剧情犯罪惊悚, 
173,绿里奇迹,/The Green Mile,https://movie.douban.com/subject/1300374/,8.9,348069人评价,导演:弗兰克·德拉邦特FrankDarabont主演:汤姆·汉克斯TomHanks/...1999/美国/犯罪剧情奇幻悬疑,天使暂时离开。
174,风之谷,/風の谷のナウシカ,https://movie.douban.com/subject/1291585/,8.9,365420人评价,导演:宫崎骏HayaoMiyazaki主演:岛本须美SumiShimamoto/松田洋治Y...1984/日本/动画奇幻冒险,动画片的圣经。
175,爱在午夜降临前,/Before Midnight,https://movie.douban.com/subject/10808442/,8.9,422739人评价,导演:理查德·林克莱特RichardLinklater主演:伊桑·霍克EthanHawke...2013/美国希腊/剧情爱情,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。
176,海街日记,/海街diary,https://movie.douban.com/subject/25895901/,8.8,468490人评价,导演:是枝裕和HirokazuKoreeda主演:绫濑遥HarukaAyase/长泽雅美M...2015/日本/剧情家庭,是枝裕和的家庭习作。
177,纵横四海,/緃横四海,https://movie.douban.com/subject/1295409/,8.8,441032人评价,导演:吴宇森JohnWoo主演:周润发Yun-FatChow/张国荣LeslieCheung...1991/中国香港/剧情喜剧动作犯罪,香港浪漫主义警匪动作片的巅峰之作。
178,卢旺达饭店,/Hotel Rwanda,https://movie.douban.com/subject/1291822/,8.9,341466人评价,导演:特瑞·乔治TerryGeorge主演:唐·钱德尔DonCheadle/苏菲·奥...2004/英国南非意大利美国/剧情传记历史战争,当这个世界闭上双眼，他却敞开了怀抱。
179,心灵奇旅,/Soul,https://movie.douban.com/subject/24733428/,8.7,1028286人评价,导演:彼特·道格特PeteDocter/凯普·鲍尔斯KempPowers主演:杰米·...2020/美国/动画奇幻音乐, 
180,背靠背，脸对脸,"/背对背，脸对脸  /  Back to Back, Face to Face",https://movie.douban.com/subject/1307856/,9.5,145702人评价,导演:黄建新JianxinHuang/杨亚洲YazhouYang主演:牛振华ZhenhuaN...1994/中国大陆中国香港/剧情, 
181,疯狂的石头,/Crazy Stone,https://movie.douban.com/subject/1862151/,8.6,855667人评价,导演:宁浩HaoNing主演:郭涛TaoGuo/刘桦HuaLiu/连晋TeddyLin2006/中国大陆中国香港/喜剧犯罪,中国版《两杆大烟枪》。
182,记忆碎片,/Memento,https://movie.douban.com/subject/1304447/,8.7,624032人评价,导演:克里斯托弗·诺兰ChristopherNolan主演:盖·皮尔斯GuyPearce/...2000/美国/犯罪剧情悬疑惊悚,一个针管引发的血案。
183,雨中曲,/Singin' in the Rain,https://movie.douban.com/subject/1293460/,9.1,237819人评价,导演:斯坦利·多南StanleyDonen/吉恩·凯利GeneKelly主演:吉恩·...1952/美国/喜剧歌舞爱情,骨灰级歌舞片。
184,2001太空漫游,/2001: A Space Odyssey,https://movie.douban.com/subject/1292226/,8.9,348740人评价,导演:斯坦利·库布里克StanleyKubrick主演:凯尔·杜拉KeirDullea/...1968/英国美国/科幻惊悚冒险,现代科幻电影的开山之作，最伟大导演的最伟大影片。
185,无间道2,/無間道II,https://movie.douban.com/subject/1307106/,8.7,504316人评价,导演:刘伟强/麦兆辉主演:陈冠希EdisonChen/余文乐ShawnYue/曾...2003/中国香港/剧情犯罪惊悚, 
186,岁月神偷,/歲月神偷,https://movie.douban.com/subject/3792799/,8.7,586173人评价,导演:罗启锐AlexLaw主演:吴君如SandraNg/任达华SimonYam/钟绍...2010/中国香港中国大陆/剧情家庭,岁月流逝，来日可追。
187,小偷家族,/万引き家族,https://movie.douban.com/subject/27622447/,8.7,839277人评价,导演:是枝裕和HirokazuKoreeda主演:中川雅也LilyFranky/安藤樱Sa...2018/日本/剧情犯罪家庭,我们组成了家。
188,忠犬八公物语,/ハチ公物語,https://movie.douban.com/subject/1959195/,9.2,202781人评价,导演:神山征二郎SeijirôKôyama主演:仲代达矢TatsuyaNakadai/...1987/日本/剧情,养狗三日，便会对你终其一生。
189,无敌破坏王,/Wreck-It Ralph,https://movie.douban.com/subject/6534248/,8.7,563533人评价,导演:瑞奇·莫尔RichMoore主演:约翰·C·赖利JohnC.Reilly/萨拉...2012/美国/喜剧动画奇幻冒险,迪士尼和皮克斯拿错剧本的产物。
190,荒蛮故事,/Relatos salvajes,https://movie.douban.com/subject/24750126/,8.8,458817人评价,导演:达米安·斯兹弗隆DamiánSzifron主演:达里奥·葛兰帝内提Darío...2014/阿根廷西班牙/剧情喜剧犯罪,始于荒诞，止于更荒诞。
191,冰川时代,/Ice Age,https://movie.douban.com/subject/1291578/,8.6,638318人评价,导演:卡洛斯·沙尔丹哈CarlosSaldanha/克里斯·韦奇ChrisWedge主演...2002/美国/喜剧动画冒险,松鼠才是角儿。
192,爆裂鼓手,/Whiplash,https://movie.douban.com/subject/25773932/,8.7,612379人评价,导演:达米恩·查泽雷DamienChazelle主演:迈尔斯·特勒MilesTeller/...2014/美国/剧情音乐,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。
193,恐怖游轮,/Triangle,https://movie.douban.com/subject/3011051/,8.5,901945人评价,导演:克里斯托弗·史密斯ChristopherSmith主演:梅利莎·乔治Melissa...2009/英国澳大利亚/剧情悬疑惊悚,不要企图在重复中寻找已经失去的爱。
194,牯岭街少年杀人事件,/牯嶺街少年殺人事件,https://movie.douban.com/subject/1292329/,8.9,318807人评价,导演:杨德昌EdwardYang主演:张震ChenChang/杨静怡LisaYang/张...1991/中国台湾/剧情犯罪,弱者送给弱者的一刀。
195,东京教父,/東京ゴッドファーザーズ,https://movie.douban.com/subject/1310177/,9.0,247809人评价,导演:今敏SatoshiKon主演:江守彻ToruEmori/梅垣义明YoshiakiUme...2003/日本/剧情喜剧动画, 
196,贫民窟的百万富翁,/Slumdog Millionaire,https://movie.douban.com/subject/2209573/,8.6,764956人评价,导演:丹尼·鲍尔DannyBoyle/洛芙琳·坦丹LoveleenTandan主演:戴夫...2008/英国/剧情爱情,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁
197,大佛普拉斯,/The Great Buddha+,https://movie.douban.com/subject/27059130/,8.7,489110人评价,导演:黄信尧Hsin-yaoHuang主演:庄益增YizengZhuang/陈竹昇Chu-sh...2017/中国台湾/剧情喜剧,人们可以登上月球，却永远无法探索人们内心的宇宙。
198,魔女宅急便,/魔女の宅急便,https://movie.douban.com/subject/1307811/,8.7,477295人评价,导演:宫崎骏HayaoMiyazaki主演:高山南MinamiTakayama/佐久间玲Re...1989/日本/动画奇幻冒险,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。
199,遗愿清单,/The Bucket List,https://movie.douban.com/subject/1867345/,8.7,484251人评价,导演:罗伯·莱纳RobReiner主演:杰克·尼科尔森JackNicholson/摩根...2007/美国/冒险喜剧剧情,用剩余不多的时间，去燃烧整个生命。
200,东邪西毒,/東邪西毒,https://movie.douban.com/subject/1292328/,8.6,594077人评价,导演:王家卫KarWaiWong主演:张国荣LeslieCheung/林青霞Brigitte...1994/中国香港中国台湾/剧情动作爱情武侠古装,电影诗。
201,你看起来好像很好吃,/おまえうまそうだな,https://movie.douban.com/subject/4848115/,8.9,345129人评价,导演:藤森雅也MasayaFujimori主演:山口胜平KappeiYamaguchi/爱河...2010/日本/剧情动画儿童,感情不分食草或者食肉。
202,可可西里,/Kekexili: Mountain Patrol,https://movie.douban.com/subject/1308857/,8.9,314847人评价,导演:陆川ChuanLu主演:多布杰Duobujie/张磊LeiZhang/亓亮QiL...2004/中国大陆中国香港/剧情犯罪,坚硬的信仰。
203,黑天鹅,/Black Swan,https://movie.douban.com/subject/1978709/,8.6,800834人评价,导演:达伦·阿罗诺夫斯基DarrenAronofsky主演:娜塔莉·波特曼Natalie...2010/美国/剧情惊悚,黑暗之美。
204,城市之光,/City Lights,https://movie.douban.com/subject/1293908/,9.3,154335人评价,导演:CharlesChaplin主演:查理·卓别林CharlesChaplin/弗吉尼亚·...1931/美国/喜剧剧情爱情,永远的小人物，伟大的卓别林。
205,源代码,/Source Code,https://movie.douban.com/subject/3075287/,8.5,861238人评价,导演:邓肯·琼斯DuncanJones主演:杰克·吉伦哈尔JakeGyllenhaal/...2011/美国加拿大/科幻悬疑惊悚,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。
206,末路狂花,/Thelma & Louise,https://movie.douban.com/subject/1291992/,8.9,279777人评价,导演:雷德利·斯科特RidleyScott主演:吉娜·戴维斯GeenaDavis/苏...1991/美国英国法国/犯罪剧情惊悚,没有了退路，只好飞向自由。
207,真爱至上,/Love Actually,https://movie.douban.com/subject/1292401/,8.5,758803人评价,导演:理查德·柯蒂斯RichardCurtis主演:休·格兰特HughGrant/连姆...2003/英国美国法国/喜剧剧情爱情,爱，是个动词。
208,海边的曼彻斯特,/Manchester by the Sea,https://movie.douban.com/subject/25980443/,8.6,575676人评价,导演:肯尼斯·罗纳根KennethLonergan主演:卡西·阿弗莱克CaseyAffle...2016/美国/剧情家庭,我们都有权利不与自己的过去和解。
209,波西米亚狂想曲,/Bohemian Rhapsody,https://movie.douban.com/subject/5300054/,8.6,630389人评价,导演:布莱恩·辛格BryanSinger主演:拉米·马雷克RamiMalek/本·哈...2018/英国美国/剧情传记同性音乐, 
210,雨人,/Rain Man,https://movie.douban.com/subject/1291870/,8.7,415672人评价,导演:巴瑞·莱文森BarryLevinson主演:达斯汀·霍夫曼DustinHoffman...1988/美国/剧情,生活在自己的世界里，也可以让周围的人显得可笑和渺小。
211,青蛇,/Green Snake,https://movie.douban.com/subject/1303394/,8.6,546057人评价,导演:徐克HarkTsui主演:张曼玉MaggieCheung/王祖贤JoeyWang/...1993/中国香港中国大陆/剧情爱情奇幻古装,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。
212,初恋这件小事,/สิ่งเล็กเล็กที่เรียกว่า...รัก,https://movie.douban.com/subject/4739952/,8.5,1001194人评价,导演:普特鹏·普罗萨卡·那·萨克那卡林PuttipongPromsakaNaSakolnakorn/华森·波克彭...2010/泰国/剧情喜剧爱情,黑小鸭速效美白记。
213,爱乐之城,/La La Land,https://movie.douban.com/subject/25934014/,8.4,983403人评价,导演:达米恩·查泽雷DamienChazelle主演:瑞恩·高斯林RyanGosling/...2016/美国/剧情爱情歌舞, 
214,人工智能,/A.I. Artificial Intelligence,https://movie.douban.com/subject/1302827/,8.7,462479人评价,导演:史蒂文·斯皮尔伯格StevenSpielberg主演:海利·乔·奥斯蒙Haley...2001/美国英国/剧情科幻,对爱的执着，可以超越一切。
215,恋恋笔记本,/The Notebook,https://movie.douban.com/subject/1309163/,8.5,695083人评价,导演:尼克·卡索维茨NickCassavetes主演:瑞恩·高斯林RyanGosling/...2004/美国/剧情爱情,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 
216,终结者2：审判日,/Terminator 2: Judgment Day,https://movie.douban.com/subject/1291844/,8.8,353594人评价,导演:詹姆斯·卡梅隆JamesCameron主演:阿诺·施瓦辛格ArnoldSchwarz...1991/美国法国/动作科幻,少见的超越首部的续集，动作片中的经典。
217,疯狂的麦克斯4：狂暴之路,/Mad Max: Fury Road,https://movie.douban.com/subject/3592854/,8.7,550779人评价,导演:乔治·米勒GeorgeMiller主演:汤姆·哈迪TomHardy/查理兹·塞...2015/澳大利亚美国/动作科幻冒险,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~
218,虎口脱险,/La grande vadrouille,https://movie.douban.com/subject/1296909/,8.9,268482人评价,导演:杰拉尔·乌里GérardOury主演:路易·德·菲耐斯LouisdeFunès...1966/法国英国/喜剧战争,永远看不腻的喜剧。
